Date,Time,Refund Expiration,Receipt,Item,Amount,Quantity,Txn Type,TID,Upsell From,Has Upsells,Line Item Type,Pmt,Currency,Commission Attribution,CC&#8225;,St.
3/7/2020,11:49:00,9/2/2020,9RP2U9SW,LBB3,26.86,1,Sale,,,RFP2U9RM,Original,VISA,USD,Hop,US,CT
3/7/2020,10:44:00,9/2/2020,9SW46AW7,IMMBOX,26.56,1,Sale-RB,,9SW46AHL,,Upsell,AMEX,USD,Hop,US,NJ
3/7/2020,10:41:00,9/2/2020,9SW46AY4,LBBEXTRA3,42.81,1,Sale,,9SW46AHL,,Upsell,AMEX,USD,Hop,US,NJ
3/7/2020,10:38:00,9/2/2020,9SW46AHL,LBB1,10.66,1,Sale,,,"9SW46AY4,9SW46AW7",Original,AMEX,USD,Hop,US,NJ
3/7/2020,9:43:00,9/2/2020,FCW46APQ,LBB1,10.68,1,Sale,,,,Original,PYPL,USD,Hop,US,LA
3/7/2020,9:12:00,9/2/2020,VSMTA7L2,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,MI
3/7/2020,4:11:00,9/2/2020,FXX3U96K-B006,FBHSA17,41.83,1,Rebill,,,,Original,MSTR,USD,Hop,US,TX
3/7/2020,4:09:00,9/2/2020,4MKI73RK-B012,LBHTEA1-N,78.55,1,Rebill,,,,Original,VISA,USD,Hop,US,OR
3/7/2020,3:51:00,9/2/2020,6HR46AT6,LBBEXTRA3,42.72,1,Sale,,6HR46A6V,,Upsell,PYPL,USD,Hop,US,TN
3/7/2020,3:48:00,9/2/2020,6HR46A6V,LBB1,10.63,1,Sale,,,6HR46AT6,Original,PYPL,USD,Hop,US,TN
4/7/2020,22:54:00,9/3/2020,KKR2U9YW,LBB3,27,1,Sale,,,,Original,PYPL,CAD,Hop,CA,Ontario
4/7/2020,21:03:00,9/3/2020,M4946AQN,LBB6,97.38,1,Sale,,,,Original,MSTR,USD,Hop,US,OH
4/7/2020,21:01:00,9/3/2020,M4946AXN,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,NC
4/7/2020,20:48:00,9/3/2020,M4946A6Y,LBB3,26.79,1,Sale,,,,Original,VISA,USD,Hop,US,CA
4/7/2020,20:32:00,9/3/2020,M4946ANH,LBB3,26.81,1,Sale,,,,Original,PYPL,USD,Hop,US,WA
4/7/2020,20:18:00,9/3/2020,Q5QI4N24,LBB3,26.82,1,Sale,,,,Original,PYPL,USD,Hop,US,CA
4/7/2020,19:58:00,9/3/2020,Z8R2U9QT,LBBEXTRA3,42.77,1,Sale,,Z8R2U97B,,Upsell,VISA,USD,Hop,US,WA
4/7/2020,19:56:00,9/3/2020,Z8R2U97B,LBB3,26.82,1,Sale,,,Z8R2U9QT,Original,VISA,USD,Hop,US,WA
4/7/2020,19:25:00,9/3/2020,Q5QI4NL2,LBB3,27,1,Sale,,,,Original,VISA,USD,Hop,US,MT
4/7/2020,19:07:00,9/3/2020,4VQI4NQ8,LBB6,97.33,1,Sale,,,,Original,DISC,USD,Hop,US,MS
4/7/2020,18:59:00,9/3/2020,ZP8TA7KC,LBB6,97.07,1,Sale,,,,Original,VISA,AUD,Hop,AU,QUEENSLAND
4/7/2020,18:34:00,9/3/2020,4VQI4N2W,LBBEXTRA3,42.8,1,Sale,,4VQI4N94,,Upsell,MSTR,USD,Hop,US,NC
4/7/2020,18:31:00,9/3/2020,4VQI4N94,LBB3,26.84,1,Sale,,,4VQI4N2W,Original,MSTR,USD,Hop,US,NC
4/7/2020,17:40:00,9/3/2020,VJ946AZ6,LBB3,26.86,1,Sale,,,,Original,PYPL,USD,Hop,US,IL
4/7/2020,17:34:00,9/3/2020,P78TA7DW,LBB3,27,1,Sale,,,,Original,PYPL,USD,Hop,GB,ESSEX
4/7/2020,16:25:00,9/3/2020,X88TA754,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,TX
4/7/2020,16:15:00,9/3/2020,5GQI4N2N,LBBEXTRA3,50.28,1,Sale,,5GQI4NH3,,Upsell,VISA,NZD,Hop,NZ,Wellington
4/7/2020,16:14:00,9/3/2020,5GQI4NH3,LBB6,96.23,1,Sale,,,5GQI4N2N,Original,VISA,NZD,Hop,NZ,Wellington
4/7/2020,16:09:00,9/3/2020,FX946APL,LBB3,26.86,1,Sale,,,,Original,MSTR,USD,Hop,US,CT
4/7/2020,15:33:00,9/3/2020,X88TA7VC,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,AZ
4/7/2020,15:19:00,9/3/2020,FX946AJT,LBB6,97.13,1,Sale,,,,Original,VISA,USD,Hop,US,NM
4/7/2020,15:10:00,9/3/2020,LRR2U9VR,LBB3,26.84,1,Sale,,,,Original,PYPL,USD,Hop,US,MS
4/7/2020,15:03:00,9/3/2020,GW946A9M,LBB3,26.8,1,Sale,,,,Original,VISA,USD,Hop,US,GA
4/7/2020,14:50:00,9/3/2020,DKQI4NZ4,LBBEXTRA3,42.8,1,Sale,,DKQI4N9M,,Upsell,PYPL,USD,Hop,US,MN
4/7/2020,14:48:00,9/3/2020,DKQI4N9M,LBB6,97.36,1,Sale,,,DKQI4NZ4,Original,PYPL,USD,Hop,US,MN
4/7/2020,13:57:00,9/3/2020,DKQI4NLT,LBB1,10.72,1,Sale,,,,Original,PYPL,USD,Hop,US,FL
4/7/2020,13:50:00,9/3/2020,QXR2U9RV,IMMBOX,26.7,1,Sale-RB,,QXR2U9ZF,,Upsell,MSTR,USD,Hop,US,ID
4/7/2020,13:47:00,9/3/2020,PTQI4NT8,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,TX
4/7/2020,13:41:00,9/3/2020,QXR2U949,LBBEXTRA3,42.84,1,Sale,,QXR2U9ZF,,Upsell,MSTR,USD,Hop,US,ID
4/7/2020,13:37:00,9/3/2020,QXR2U9ZF,LBB3,26.86,1,Sale,,,"QXR2U949,QXR2U9RV",Original,MSTR,USD,Hop,US,ID
4/7/2020,13:35:00,9/3/2020,QXR2U9WN,LBB3,26.85,1,Sale,,,,Original,VISA,USD,Hop,US,NC
4/7/2020,13:22:00,9/3/2020,4T946A4Q,LBBEXTRA3,42.8,1,Sale,,4T946AVQ,,Upsell,MSTR,USD,Hop,US,NC
4/7/2020,13:21:00,9/3/2020,4T946AVQ,LBB3,26.85,1,Sale,,,4T946A4Q,Original,MSTR,USD,Hop,US,NC
4/7/2020,12:56:00,9/3/2020,4T946A98,LBB3,26.84,1,Sale,,,,Original,VISA,USD,Hop,US,UT
4/7/2020,12:52:00,9/3/2020,XZRTA7SY,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,PA
4/7/2020,12:45:00,9/3/2020,4T946AMV,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,IL
4/7/2020,12:39:00,9/3/2020,57G2U9LK,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,TX
4/7/2020,12:15:00,9/3/2020,57G2U9M9,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,IL
4/7/2020,12:12:00,9/3/2020,57G2U97N,TGS6U1,134.42,1,Sale,,,,Original,PYPL,USD,Hop,US,PA
4/7/2020,12:11:00,9/3/2020,XZRTA7NR,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,MD
4/7/2020,12:09:00,9/3/2020,XZRTA7VM,LBB1,10.72,1,Sale,,,,Original,PYPL,USD,Hop,US,FL
4/7/2020,11:59:00,9/3/2020,XZRTA74S,LBB6,97.18,1,Sale,,,,Original,MSTR,USD,Hop,US,CA
4/7/2020,11:48:00,9/3/2020,BHRTA763,LBB1,10.71,1,Sale,,,,Original,VISA,CAD,Hop,CA,On
4/7/2020,11:42:00,N/A,LLG2U9LL,LBB1,-10.63,1,Refund,,,,Original,PYPL,USD,Hop,US,CA
4/7/2020,11:35:00,9/3/2020,YPS46A84,LBB1,10.66,1,Sale,,,,Original,MSTR,USD,Hop,US,NJ
4/7/2020,11:28:00,9/3/2020,MCG2U98T,LBB6,97.48,1,Sale,,,,Original,MSTR,USD,Hop,US,MA
4/7/2020,11:12:00,9/3/2020,BHRTA7DC,LBBEXTRA3,42.81,1,Sale,,BHRTA78C,,Upsell,PYPL,USD,Hop,US,UT
4/7/2020,11:11:00,9/3/2020,BHRTA78C,LBB1,10.65,1,Sale,,,BHRTA7DC,Original,PYPL,USD,Hop,US,UT
4/7/2020,11:10:00,9/3/2020,GSFI4NZT,LBB1,10.67,1,Sale,,,,Original,VISA,USD,Hop,US,VA
4/7/2020,11:10:00,9/3/2020,RPFI4NFC,LBB3,26.86,1,Sale,,,,Original,PYPL,USD,Hop,US,MA
4/7/2020,11:09:00,9/3/2020,BHRTA7XL,LBBEXTRA3,42.79,1,Sale,,BHRTA747,,Upsell,MSTR,USD,Hop,US,NC
4/7/2020,11:06:00,9/3/2020,BHRTA747,LBB3,26.84,1,Sale,,,BHRTA7XL,Original,MSTR,USD,Hop,US,NC
4/7/2020,10:56:00,9/3/2020,MCG2U9G9,LBBEXTRA3,42.82,1,Sale,,MCG2U9CF,,Upsell,AMEX,USD,Hop,US,TX
4/7/2020,10:55:00,9/3/2020,MCG2U9LF,LBB1,10.68,1,Sale,,,,Original,PYPL,USD,Hop,US,LA
4/7/2020,10:54:00,9/3/2020,MCG2U9CF,LBB6,97.48,1,Sale,,,MCG2U9G9,Original,AMEX,USD,Hop,US,TX
4/7/2020,10:36:00,9/3/2020,QVRTA7W4,LBB6,98.75,1,Sale,,,,Original,VISA,USD,Hop,US,AK
4/7/2020,10:28:00,9/3/2020,QVRTA7HG,LBBEXTRA3,42.81,1,Sale,,QVRTA7K9,,Upsell,VISA,USD,Hop,US,NJ
4/7/2020,10:27:00,9/3/2020,LLG2U9LL,LBB1,10.63,1,Sale,,,,Original,PYPL,USD,Hop,US,CA
4/7/2020,10:23:00,9/3/2020,LLG2U9GS,LBBEXTRA3,42.84,1,Sale,,LLG2U9RH,,Upsell,PYPL,USD,Hop,US,WI
4/7/2020,10:22:00,9/3/2020,QVRTA7K9,LBB3,26.85,1,Sale,,,QVRTA7HG,Original,VISA,USD,Hop,US,NJ
4/7/2020,10:21:00,9/3/2020,LLG2U9RH,LBB6,97.64,1,Sale,,,LLG2U9GS,Original,PYPL,USD,Hop,US,WI
4/7/2020,10:03:00,9/3/2020,RPFI4NCT,LBB3,26.84,1,Sale,,,,Original,PYPL,USD,Hop,US,UT
4/7/2020,9:52:00,9/3/2020,4FS46AQC,LBBEXTRA3,42.78,1,Sale,,4FS46ACT,,Upsell,VISA,USD,Hop,US,CA
4/7/2020,9:51:00,9/3/2020,4FS46ACT,LBB6,97.08,1,Sale,,,4FS46AQC,Original,VISA,USD,Hop,US,CA
4/7/2020,9:48:00,9/3/2020,QVRTA7S8,LBB3,26.82,1,Sale,,,,Original,AMEX,USD,Hop,US,CA
4/7/2020,9:47:00,N/A,JYS46AV8,LBBEXTRA3,-42.73,1,Refund,,,,Original,VISA,USD,Hop,US,AZ
4/7/2020,9:42:00,9/3/2020,GYFI4NX7,LBBEXTRA3,43.02,1,Sale,,GYFI4N7Y,,Upsell,VISA,USD,Hop,US,FL
4/7/2020,9:41:00,9/3/2020,GYFI4N7Y,LBB3,27,1,Sale,,,GYFI4NX7,Original,VISA,USD,Hop,US,FL
4/7/2020,9:37:00,9/3/2020,JYS46AL2,LBBEXTRA3,42.77,1,Sale,,JYS46ADG,,Upsell,PYPL,USD,Hop,US,AZ
4/7/2020,9:36:00,9/3/2020,JYS46ADG,LBB6,97.07,1,Sale,,,JYS46AL2,Original,PYPL,USD,Hop,US,AZ
4/7/2020,9:34:00,9/3/2020,VGRTA7CH,LBB1,10.63,1,Sale,,,,Original,MSTR,USD,Hop,US,CA
4/7/2020,9:26:00,9/3/2020,VGRTA7P3,LBB6,97.54,1,Sale,,,,Original,PYPL,USD,Hop,US,PA
4/7/2020,9:24:00,9/3/2020,GYFI4NHW,LBB3,26.8,1,Sale,,,,Original,VISA,USD,Hop,US,NY
4/7/2020,9:22:00,9/3/2020,CHG2U9LL,LBBEXTRA3,42.8,1,Sale,,CHG2U9TS,,Upsell,VISA,USD,Hop,US,UT
4/7/2020,9:20:00,9/3/2020,CHG2U9TS,LBB6,97.28,1,Sale,,,CHG2U9LL,Original,VISA,USD,Hop,US,UT
4/7/2020,9:19:00,9/3/2020,GYFI4N54,LBB3,26.82,1,Sale,,,,Original,VISA,USD,Hop,US,GA
4/7/2020,9:19:00,9/3/2020,CHG2U9QS,LBB3,27,1,Sale,,,,Original,DISC,USD,Hop,US,OR
4/7/2020,9:14:00,9/3/2020,JYS46AV8,LBBEXTRA3,42.73,1,Sale,,JYS46AMK,,Upsell,VISA,USD,Hop,US,AZ
4/7/2020,9:13:00,9/3/2020,JYS46AMK,LBB1,10.63,1,Sale,,,JYS46AV8,Original,VISA,USD,Hop,US,AZ
4/7/2020,8:38:00,9/3/2020,DRFI4N8P,LBB3,26.82,1,Sale,,,,Original,PYPL,USD,Hop,US,GA
4/7/2020,8:38:00,9/3/2020,VGRTA75Q,LBB3,26.86,1,Sale,,,,Original,PYPL,USD,Hop,US,VA
4/7/2020,8:36:00,9/3/2020,CHG2U9H6,LBB3,26.84,1,Sale,,,,Original,PYPL,USD,Hop,US,OH
4/7/2020,8:24:00,9/3/2020,WBG2U95S,LBB3,27,1,Sale,,,,Original,VISA,USD,Hop,US,DE
4/7/2020,8:17:00,9/3/2020,VGS46AK8,LBB3,26.86,1,Sale,,,,Original,PYPL,USD,Hop,US,IL
4/7/2020,8:11:00,9/3/2020,WBG2U9MD,LBB3,26.83,1,Sale,,,,Original,PYPL,USD,Hop,US,NC
4/7/2020,8:03:00,9/3/2020,DRFI4N7X,LBBEXTRA3,42.84,1,Sale,,DRFI4NTX,,Upsell,MSTR,USD,Hop,US,WI
4/7/2020,8:02:00,9/3/2020,DRFI4NTX,TGS3D1,23.19,1,Sale,,,DRFI4N7X,Original,MSTR,USD,Hop,US,WI
4/7/2020,7:58:00,9/3/2020,C5ZRU9CX-B006,FBHSA17,41.81,1,Rebill,,,,Original,PYPL,USD,Hop,US,NC
4/7/2020,7:57:00,9/3/2020,XQJIXNP2-B003,LBHTEA1,77.3,1,Rebill,,,,Original,PYPL,USD,Hop,US,AZ
4/7/2020,7:51:00,9/3/2020,2YRTA78B,IMMBOX,26.7,1,Sale-RB,,2YRTA75F,,Upsell,PYPL,USD,Hop,US,MA
4/7/2020,7:48:00,9/3/2020,2YRTA77K,LBBEXTRA3,42.84,1,Sale,,2YRTA75F,,Upsell,PYPL,USD,Hop,US,MA
4/7/2020,7:47:00,9/3/2020,2YRTA75F,LBB1,10.66,1,Sale,,,"2YRTA77K,2YRTA78B",Original,PYPL,USD,Hop,US,MA
4/7/2020,7:41:00,9/3/2020,9HS46A4F,LBBEXTRA3,43.02,1,Sale,,9HS46AQY,,Upsell,VISA,USD,Hop,US,FL
4/7/2020,7:37:00,9/3/2020,9HS46AQY,LBB6,98.75,1,Sale,,,9HS46A4F,Original,VISA,USD,Hop,US,FL
4/7/2020,7:35:00,9/3/2020,2YRTA7L6,LBBEXTRA3,50.78,1,Sale,,2YRTA7TS,,Upsell,MSTR,CAD,Hop,CA,Ontario
4/7/2020,7:33:00,9/3/2020,2YRTA7TS,LBB3,27,1,Sale,,,2YRTA7L6,Original,MSTR,CAD,Hop,CA,Ontario
4/7/2020,7:21:00,9/3/2020,KWZIFNG9-B007,FBHSA17,41.83,1,Rebill,,,,Original,PYPL,USD,Hop,US,TX
4/7/2020,7:21:00,9/3/2020,9HS46AJ5,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,TX
4/7/2020,6:56:00,9/3/2020,JKG2U99F,IMMBOX,26.56,1,Sale-RB,,JKG2U93N,,Upsell,MSTR,USD,Hop,US,TX
4/7/2020,6:55:00,9/3/2020,JKG2U98N,LBBEXTRA3,42.82,1,Sale,,JKG2U93N,,Upsell,MSTR,USD,Hop,US,TX
4/7/2020,6:54:00,9/3/2020,JKG2U93N,LBB6,97.48,1,Sale,,,"JKG2U98N,JKG2U99F",Original,MSTR,USD,Hop,US,TX
4/7/2020,6:22:00,9/3/2020,Z5FI4NKH,LBB6,98.75,1,Sale,,,,Original,PYPL,USD,Hop,US,FL
4/7/2020,6:19:00,9/3/2020,Z5FI4NT9,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,NJ
4/7/2020,5:54:00,9/3/2020,WTRTA7HD,LBBEXTRA3,42.82,1,Sale,,WTRTA7XW,,Upsell,VISA,USD,Hop,US,TX
4/7/2020,5:54:00,9/3/2020,Z5FI4NFN,LBBEXTRA3,50.09,1,Sale,,Z5FI4NCB,,Upsell,VISA,GBP,Hop,GB,Co.down N. IRE
4/7/2020,5:52:00,9/3/2020,WTRTA7XW,LBB6,97.48,1,Sale,,,WTRTA7HD,Original,VISA,USD,Hop,US,TX
4/7/2020,5:51:00,9/3/2020,Z5FI4NCB,LBB6,95.4,1,Sale,,,Z5FI4NFN,Original,VISA,GBP,Hop,GB,Co.down N. IRE
4/7/2020,5:14:00,9/3/2020,PKS46AYG,LBB1,10.67,1,Sale,,,,Original,VISA,USD,Hop,US,VA
4/7/2020,5:01:00,9/3/2020,K9G2U9PJ,LBBEXTRA3,42.74,1,Sale,,K9G2U97S,,Upsell,MSTR,USD,Hop,US,NY
4/7/2020,4:55:00,9/3/2020,K9G2U97S,LBB3,26.8,1,Sale,,,K9G2U9PJ,Original,MSTR,USD,Hop,US,NY
4/7/2020,4:43:00,9/3/2020,K9G2U9JB,LBB3,27,1,Sale,,,,Original,PYPL,USD,Hop,US,PR
4/7/2020,4:41:00,9/3/2020,GBRTA7V2,LBBEXTRA3,50.78,1,Sale,,GBRTA73G,,Upsell,MSTR,CAD,Hop,CA,Ontario
4/7/2020,4:38:00,9/3/2020,GBRTA73G,LBB6,98.76,1,Sale,,,GBRTA7V2,Original,MSTR,CAD,Hop,CA,Ontario
4/7/2020,4:07:00,9/3/2020,PKS46AVS,LBBEXTRA3,42.81,1,Sale,,PKS46AGW,,Upsell,VISA,USD,Hop,US,SD
4/7/2020,4:07:00,9/3/2020,8M72VANR-B013,LBHTEA1,24.89,1,Rebill,,,,Original,MSTR,USD,Hop,US,FL
4/7/2020,4:05:00,9/3/2020,PKS46AGW,LBB6,97.43,1,Sale,,,PKS46AVS,Original,VISA,USD,Hop,US,SD
4/7/2020,3:55:00,9/3/2020,QSNIMNYJ-B002,FBHSA17,42.06,1,Rebill,,,,Original,MSTR,USD,Hop,US,CA
4/7/2020,3:28:00,9/3/2020,K9G2U973,LBB1,10.72,1,Sale,,,,Original,PYPL,USD,Hop,GB,Lincs
4/7/2020,3:08:00,9/3/2020,W9S46A72,LBB1,10.64,1,Sale,,,,Original,PYPL,USD,Hop,US,SC
4/7/2020,2:54:00,9/3/2020,GBRTA768,LBBEXTRA3,42.89,1,Sale,,GBRTA7GR,,Upsell,MSTR,USD,Hop,US,LA
4/7/2020,2:52:00,9/3/2020,GBRTA7GR,LBB6,97.85,1,Sale,,,GBRTA768,Original,MSTR,USD,Hop,US,LA
4/7/2020,1:27:00,9/3/2020,DQRTA7B9,LBB1,10.65,1,Sale,,,,Original,VISA,USD,Hop,US,IN
4/7/2020,0:31:00,9/3/2020,DQRTA7LP,LBB3,26.85,1,Sale,,,,Original,MSTR,USD,Hop,US,NJ
4/7/2020,0:28:00,9/3/2020,DQRTA7PC,LBB3,26.86,1,Sale,,,,Original,PYPL,USD,Hop,US,VA
4/7/2020,0:23:00,9/3/2020,4XG2U9RQ,LBBEXTRA3,42.83,1,Sale,,4XG2U9L9,,Upsell,MSTR,USD,Hop,US,MI
4/7/2020,0:20:00,9/3/2020,4XG2U9L9,LBB3,26.86,1,Sale,,,4XG2U9RQ,Original,MSTR,USD,Hop,US,MI
5/7/2020,21:56:00,N/A,CWM8U9NY,LBBEXTRA3,-42.74,1,Refund,,,,Original,PYPL,USD,Hop,US,AR
5/7/2020,20:36:00,9/4/2020,L6Z46AWT,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,IL
5/7/2020,19:30:00,9/4/2020,V3N2U9BR,LBBEXTRA3,42.82,1,Sale,,V3N2U9GG,,Upsell,PYPL,USD,Hop,US,TX
5/7/2020,19:24:00,9/4/2020,V3N2U9GG,LBB3,26.86,1,Sale,,,V3N2U9BR,Original,PYPL,USD,Hop,US,TX
5/7/2020,19:14:00,9/4/2020,KFGI4NPR,LBB3,26.89,1,Sale,,,,Original,MSTR,USD,Hop,US,HI
5/7/2020,18:40:00,9/4/2020,CXN2U9XB,LBBEXTRA3,42.76,1,Sale,,CXN2U994,,Upsell,MSTR,USD,Hop,US,CA
5/7/2020,18:37:00,9/4/2020,CXN2U994,LBB1,10.64,1,Sale,,,CXN2U9XB,Original,MSTR,USD,Hop,US,CA
5/7/2020,18:31:00,9/4/2020,CXN2U925,LBB3,26.8,1,Sale,,,,Original,VISA,USD,Hop,US,OK
5/7/2020,18:31:00,9/4/2020,KRKTA7HK,LBB3,26.86,1,Sale,,,,Original,PYPL,USD,Hop,US,TX
5/7/2020,18:01:00,9/4/2020,TWZ46AVJ,LBB3,26.85,1,Sale,,,,Original,VISA,USD,Hop,US,OH
5/7/2020,17:32:00,9/4/2020,TWZ46AHT,LBB3,26.86,1,Sale,,,,Original,MSTR,USD,Hop,US,TX
5/7/2020,17:09:00,9/4/2020,NDX46AR2,LBBEXTRA3,42.77,1,Sale,,NDX46A8G,,Upsell,PYPL,USD,Hop,US,CA
5/7/2020,17:07:00,9/4/2020,NDX46A8G,LBB6,97.03,1,Sale,,,NDX46AR2,Original,PYPL,USD,Hop,US,CA
5/7/2020,15:58:00,9/4/2020,NXFTA76P,LBBEXTRA3,42.79,1,Sale,,NXFTA7B7,,Upsell,PYPL,USD,Hop,US,CA
5/7/2020,15:54:00,9/4/2020,NXFTA7B7,LBB1,10.65,1,Sale,,,NXFTA76P,Original,PYPL,USD,Hop,US,CA
5/7/2020,15:52:00,9/4/2020,3C32U96J,LBB3,26.72,1,Sale,,,,Original,VISA,NZD,Hop,NZ,
5/7/2020,15:33:00,9/4/2020,3C32U984,LBBEXTRA3,42.83,1,Sale,,3C32U96K,,Upsell,VISA,USD,Hop,US,PA
5/7/2020,15:28:00,9/4/2020,3C32U96K,LBB3,26.86,1,Sale,,,3C32U984,Original,VISA,USD,Hop,US,PA
5/7/2020,14:34:00,9/4/2020,VVFTA7MC,LBB3,27,1,Sale,,,,Original,MSTR,USD,Hop,US,FL
5/7/2020,14:26:00,9/4/2020,VPLI4N7V,LBB1,10.66,1,Sale,,,,Original,PYPL,USD,Hop,US,NJ
5/7/2020,14:09:00,9/4/2020,VVFTA7GQ,LBB1,10.64,1,Sale,,,,Original,VISA,USD,Hop,US,CA
5/7/2020,14:08:00,9/4/2020,9MX46ACB,LBB1,10.66,1,Sale,,,,Original,PYPL,USD,Hop,US,TX
5/7/2020,14:05:00,9/4/2020,VPLI4NJQ,LBB1,10.65,1,Sale,,,,Original,VISA,USD,Hop,US,SC
5/7/2020,13:52:00,9/4/2020,9MX46AX8,LBB1,10.64,1,Sale,,,,Original,PYPL,USD,Hop,US,CA
5/7/2020,13:43:00,9/4/2020,YHLI4N78,LBB1,10.72,1,Sale,,,,Original,VISA,USD,Hop,US,OR
5/7/2020,13:13:00,9/4/2020,GGX46A63,LBB3,27,1,Sale,,,,Original,DISC,USD,Hop,US,FL
5/7/2020,12:45:00,9/4/2020,GGX46ADB,LBB1,10.63,1,Sale,,,,Original,MSTR,USD,Hop,US,CA
5/7/2020,11:39:00,9/4/2020,VHX46A8H,LBBEXTRA3,42.83,1,Sale,,VHX46AJB,,Upsell,DISC,USD,Hop,US,PA
5/7/2020,11:37:00,9/4/2020,VHX46AJB,LBB6,97.54,1,Sale,,,VHX46A8H,Original,DISC,USD,Hop,US,PA
5/7/2020,11:25:00,9/4/2020,GRLI4NC2,LBB3,26.77,1,Sale,,,,Original,VISA,USD,Hop,US,AL
5/7/2020,10:41:00,9/4/2020,PNFTA7F8,LBBEXTRA3,43.02,1,Sale,,PNFTA7RR,,Upsell,VISA,USD,Hop,US,FL
5/7/2020,10:35:00,9/4/2020,PNFTA7RR,LBB3,27,1,Sale,,,PNFTA7F8,Original,VISA,USD,Hop,US,FL
5/7/2020,10:20:00,9/4/2020,LWFTA75V,IMMBOX,26.7,1,Sale-RB,,LWFTA7C3,,Upsell,PYPL,USD,Hop,US,FL
5/7/2020,10:18:00,9/4/2020,LWFTA7KV,LBBEXTRA3,43.02,1,Sale,,LWFTA7C3,,Upsell,PYPL,USD,Hop,US,FL
5/7/2020,10:17:00,9/4/2020,LWFTA7C3,LBB6,98.75,1,Sale,,,"LWFTA7KV,LWFTA75V",Original,PYPL,USD,Hop,US,FL
5/7/2020,10:01:00,N/A,V932U9ZS,LBB1,-10.66,1,Refund,,,,Original,PYPL,USD,Hop,US,NM
5/7/2020,9:30:00,9/4/2020,LWFTA7BQ,LBB3,26.91,1,Sale,,,,Original,DISC,USD,Hop,US,CO
5/7/2020,9:04:00,9/4/2020,JJFTA7BD,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,TX
5/7/2020,8:58:00,9/4/2020,PZLI4NHH,LBB1,10.66,1,Sale,,,,Original,PYPL,USD,Hop,US,MI
5/7/2020,8:52:00,N/A,SHMTA7QW,LBBEXTRA3,-42.82,1,Chargeback,,,,Original,VISA,USD,Hop,US,TX
5/7/2020,8:52:00,N/A,SHMTA7CT,LBB3,-26.86,1,Chargeback,,,,Original,VISA,USD,Hop,US,TX
5/7/2020,8:48:00,9/4/2020,JJFTA7WB,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,DC
5/7/2020,8:46:00,9/4/2020,PZLI4NH5,LBB1,10.66,1,Sale,,,,Original,VISA,USD,Hop,US,TX
5/7/2020,8:24:00,9/4/2020,LZ32U965,LBBEXTRA3,42.82,1,Sale,,LZ32U96D,,Upsell,PYPL,USD,Hop,US,NM
5/7/2020,8:21:00,9/4/2020,LZ32U96D,LBB3,26.85,1,Sale,,,LZ32U965,Original,PYPL,USD,Hop,US,NM
5/7/2020,8:06:00,9/4/2020,J8X46ARW,LBB3,26.8,1,Sale,,,,Original,VISA,USD,Hop,US,CA
5/7/2020,7:56:00,9/4/2020,9JX46AJN,LBB3,26.82,1,Sale,,,,Original,PYPL,USD,Hop,US,AZ
5/7/2020,7:55:00,9/4/2020,LZ32U9ZX,IMMBOX,26.7,1,Sale-RB,,V932U9FJ,,Upsell,VISA,USD,Hop,US,LA
5/7/2020,7:37:00,9/4/2020,V932U96W,LBBEXTRA3,42.89,1,Sale,,V932U9FJ,,Upsell,AMEX,USD,Hop,US,LA
5/7/2020,7:33:00,9/4/2020,V932U9FJ,LBB6,97.85,1,Sale,,,"V932U96W,LZ32U9ZX",Original,MSTR,USD,Hop,US,LA
5/7/2020,7:29:00,9/4/2020,V932U9ZS,LBB1,10.66,1,Sale,,,,Original,PYPL,USD,Hop,US,NM
5/7/2020,6:56:00,9/4/2020,V932U9G9,FBHSA17,0,1,Sale-RB,,V932U9GG,,Upsell,PYPL,USD,Hop,US,FL
5/7/2020,6:44:00,9/4/2020,V932U9GG,LBB3,27,1,Sale,,,V932U9G9,Original,PYPL,USD,Hop,US,FL
5/7/2020,5:00:00,9/4/2020,9SX46A78,LBB3,26.85,1,Sale,,,,Original,VISA,USD,Hop,US,OH
5/7/2020,4:24:00,9/4/2020,5V2PU9K8-B007,LBHTEA1,77.44,1,Rebill,,,,Original,MSTR,USD,Hop,US,IL
5/7/2020,4:13:00,9/4/2020,FNVIMNRC-B002,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,NH
