Date,Time,Refund Expiration,Receipt,Item,Amount,Quantity,Txn Type,TID,Upsell From,Has Upsells,Line Item Type,Pmt,Currency,Commission Attribution,CC&#8225;,St.
5/7/2020,4:03:00,9/4/2020,7CVVU9T8-B002,LBHTEA1-N,77.44,1,Rebill,,,,Original,VISA,USD,Hop,US,TX
5/7/2020,3:58:00,9/4/2020,W7QC6ALS-B008,LBHTEA1,77.32,1,Rebill,,,,Original,VISA,USD,Hop,US,NY
5/7/2020,3:53:00,9/4/2020,WZMFU9HT-B005,FBHSA17,42.06,1,Rebill,,,,Original,AMEX,USD,Hop,US,CA
6/7/2020,21:07:00,9/5/2020,27F2U98K,LBBEXTRA3,42.76,1,Sale,,27F2U9F5,,Upsell,MSTR,USD,Hop,US,OH
6/7/2020,21:01:00,9/5/2020,27F2U9F5,LBB3,26.82,1,Sale,,,27F2U98K,Original,MSTR,USD,Hop,US,OH
6/7/2020,20:21:00,9/5/2020,27F2U9NF,LBBEXTRA3,42.84,1,Sale,,27F2U9RN,,Upsell,VISA,USD,Hop,US,KY
6/7/2020,20:17:00,9/5/2020,27F2U9RN,LBB1,10.66,1,Sale,,,27F2U9NF,Original,VISA,USD,Hop,US,KY
6/7/2020,19:27:00,9/5/2020,2VBTA7X2,LBBEXTRA3,42.84,1,Sale,,2VBTA7Y2,,Upsell,VISA,USD,Hop,US,ID
6/7/2020,19:26:00,9/5/2020,2VBTA7Y2,LBB1,10.66,1,Sale,,,2VBTA7X2,Original,VISA,USD,Hop,US,ID
6/7/2020,19:01:00,9/5/2020,SJF2U9YD,LBB3,27,1,Sale,,,,Original,VISA,USD,Hop,US,OR
6/7/2020,18:57:00,9/5/2020,SJF2U9MD,LBB3,26.82,1,Sale,,,,Original,VISA,USD,Hop,US,GA
6/7/2020,18:11:00,9/5/2020,NMV46AXV,LBB3,26.87,1,Sale,,,,Original,PYPL,USD,Hop,US,ME
6/7/2020,17:36:00,9/5/2020,8HF2U9CT,LBBEXTRA3,42.75,1,Sale,,8HF2U9KB,,Upsell,VISA,USD,Hop,US,AZ
6/7/2020,17:30:00,9/5/2020,8HF2U9KB,LBB6,96.89,1,Sale,,,8HF2U9CT,Original,VISA,USD,Hop,US,AZ
6/7/2020,17:00:00,9/5/2020,MGBTA7DC,TGS3D1,23.16,1,Sale,,,,Original,PYPL,USD,Hop,US,OH
6/7/2020,16:56:00,9/5/2020,D93I4N2M,LBBEXTRA3,42.82,1,Sale,,D93I4N9Z,,Upsell,VISA,USD,Hop,US,CT
6/7/2020,16:55:00,9/5/2020,D93I4N9Z,LBB1,10.66,1,Sale,,,D93I4N2M,Original,VISA,USD,Hop,US,CT
6/7/2020,16:34:00,9/5/2020,HGV46AXJ,LBB1,10.66,1,Sale,,,,Original,MSTR,USD,Hop,US,MD
6/7/2020,15:01:00,9/5/2020,WNBTA75F,LBB1,10.64,1,Sale,,,,Original,PYPL,USD,Hop,US,CO
6/7/2020,12:16:00,9/5/2020,BZ3I4NRG,IMMBOX,26.56,1,Sale-RB,,BZ3I4NNL,,Upsell,DISC,USD,Hop,US,IL
6/7/2020,12:11:00,9/5/2020,BZ3I4NML,LBBEXTRA3,42.82,1,Sale,,BZ3I4NNL,,Upsell,DISC,USD,Hop,US,IL
6/7/2020,12:10:00,9/5/2020,BZ3I4NNL,LBB6,97.48,1,Sale,,,"BZ3I4NML,BZ3I4NRG",Original,DISC,USD,Hop,US,IL
6/7/2020,11:46:00,9/5/2020,MKV46AST,LBB1,10.72,1,Sale,,,,Original,PYPL,USD,Hop,US,FL
6/7/2020,11:44:00,9/5/2020,S6V46AYP,LBB1,10.72,1,Sale,,,,Original,PYPL,USD,Hop,US,FL
6/7/2020,11:27:00,9/5/2020,G7BTA7Y5,LBBEXTRA3,42.74,1,Sale,,G7BTA7GN,,Upsell,VISA,USD,Hop,US,CA
6/7/2020,11:25:00,9/5/2020,G7BTA7GN,LBB3,26.79,1,Sale,,,G7BTA7Y5,Original,VISA,USD,Hop,US,CA
6/7/2020,11:14:00,9/5/2020,WN3I4N7M,LBB1,10.64,1,Sale,,,,Original,VISA,USD,Hop,US,CA
6/7/2020,11:05:00,9/5/2020,G7BTA73K,LBB6,97.28,1,Sale,,,,Original,MSTR,USD,Hop,US,UT
6/7/2020,10:47:00,N/A,9TGIP3ZS-B012,FBHSA17,-42.06,1,Refund,,,,Original,VISA,USD,Hop,US,OR
6/7/2020,9:39:00,9/5/2020,L8BTA7JX,LBB1,10.63,1,Sale,,,,Original,MSTR,USD,Hop,US,TN
6/7/2020,9:24:00,9/5/2020,TQ3I4NP7,LBBEXTRA3,42.82,1,Sale,,TQ3I4NRY,,Upsell,PYPL,USD,Hop,US,TX
6/7/2020,9:22:00,9/5/2020,TQ3I4NRY,LBB6,97.48,1,Sale,,,TQ3I4NP7,Original,PYPL,USD,Hop,US,TX
6/7/2020,9:11:00,9/5/2020,L8BTA7JD,LBB6,97.33,1,Sale,,,,Original,MSTR,USD,Hop,US,OH
6/7/2020,9:02:00,N/A,9QC46ASR,LBB6,-98.75,1,Refund,,,,Original,MSTR,USD,Hop,US,OR
6/7/2020,8:58:00,9/5/2020,BSV46A9Q,LBB1,10.66,1,Sale,,,,Original,AMEX,USD,Hop,US,IL
6/7/2020,7:47:00,9/5/2020,BK3I4N23,LBB3,26.84,1,Sale,,,,Original,VISA,USD,Hop,US,OH
6/7/2020,7:38:00,9/5/2020,BK3I4NWK,IMMBOX,26.57,1,Sale-RB,,BK3I4NL2,,Upsell,MSTR,USD,Hop,US,PA
6/7/2020,7:36:00,9/5/2020,BK3I4NVB,LBBEXTRA3,42.83,1,Sale,,BK3I4NL2,,Upsell,MSTR,USD,Hop,US,PA
6/7/2020,7:34:00,9/5/2020,BK3I4NL2,LBB3,26.86,1,Sale,,,"BK3I4NVB,BK3I4NWK",Original,MSTR,USD,Hop,US,PA
6/7/2020,7:11:00,9/5/2020,KTV46ATM,LBB6,97.03,1,Sale,,,,Original,PYPL,USD,Hop,US,CA
6/7/2020,7:11:00,9/5/2020,K6F2U99T,LBB1,10.64,1,Sale,,,,Original,VISA,USD,Hop,US,PA
6/7/2020,5:58:00,9/5/2020,DXKTA7VJ,LBBEXTRA3,42.76,1,Sale,,DXKTA74C,,Upsell,PYPL,USD,Hop,US,NY
6/7/2020,5:55:00,9/5/2020,DXKTA74C,TGS3D1,23.14,1,Sale,,,DXKTA7VJ,Original,PYPL,USD,Hop,US,NY
6/7/2020,5:39:00,9/5/2020,DXKTA7FK,LBBEXTRA3,42.82,1,Sale,,DXKTA7ZR,,Upsell,PYPL,USD,Hop,US,TX
6/7/2020,5:37:00,9/5/2020,DXKTA7ZR,LBB1,10.66,1,Sale,,,DXKTA7FK,Original,PYPL,USD,Hop,US,TX
6/7/2020,4:14:00,9/5/2020,QGPI93SJ-B014,FBHSA17,41.84,1,Rebill,,,,Original,VISA,USD,Hop,US,PA
6/7/2020,4:01:00,9/5/2020,7YW3VA6R-B010,LBHTEA1,42.77,1,Rebill,,,,Original,DISC,USD,Hop,US,FL
6/7/2020,3:54:00,9/5/2020,GHDGU9D9-B007,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,OK
7/7/2020,15:59:00,9/6/2020,NVXI4NGN,LBB3,26.88,1,Sale,,,,Original,VISA,USD,Hop,US,VA
7/7/2020,15:21:00,9/6/2020,K3XI4NC7,LBBEXTRA3,42.8,1,Sale,,K3XI4NH7,,Upsell,MSTR,USD,Hop,US,OH
7/7/2020,15:20:00,9/6/2020,K3XI4NH7,LBB6,97.38,1,Sale,,,K3XI4NC7,Original,MSTR,USD,Hop,US,OH
7/7/2020,15:02:00,9/6/2020,3BLTA7QC,LBB3,26.84,1,Sale,,,,Original,MSTR,USD,Hop,US,IN
7/7/2020,14:36:00,9/6/2020,3BLTA7GM,LBB3,26.81,1,Sale,,,,Original,PYPL,USD,Hop,US,AR
7/7/2020,14:18:00,9/6/2020,K3XI4NYF,LBB1,10.66,1,Sale,,,,Original,PYPL,USD,Hop,US,TX
7/7/2020,13:27:00,9/6/2020,GQXI4NXJ,LBB3,26.81,1,Sale,,,,Original,VISA,USD,Hop,US,CA
7/7/2020,12:55:00,9/6/2020,GQXI4NBL,LBB1,10.72,1,Sale,,,,Original,PYPL,USD,Hop,US,FL
7/7/2020,12:32:00,9/6/2020,KRJ46A6M,LBB1,10.65,1,Sale,,,,Original,VISA,USD,Hop,US,IN
7/7/2020,12:14:00,9/6/2020,8BXI4N96,LBBEXTRA3,43.02,1,Sale,,8BXI4NL6,,Upsell,VISA,USD,Hop,US,FL
7/7/2020,12:12:00,9/6/2020,8BXI4NL6,LBB3,27,1,Sale,,,8BXI4N96,Original,VISA,USD,Hop,US,FL
7/7/2020,11:24:00,9/6/2020,3TXI4NGC,LBB3,26.84,1,Sale,,,,Original,DISC,USD,Hop,US,IN
7/7/2020,11:21:00,9/6/2020,KRJ46ABR,LBBEXTRA3,42.82,1,Sale,,KRJ46ANC,,Upsell,MSTR,USD,Hop,US,TX
7/7/2020,11:19:00,9/6/2020,KRJ46ANC,LBB3,26.86,1,Sale,,,KRJ46ABR,Original,MSTR,USD,Hop,US,TX
7/7/2020,10:52:00,9/6/2020,3TXI4NY4,LBBEXTRA3,42.78,1,Sale,,3TXI4N7M,,Upsell,VISA,USD,Hop,US,WA
7/7/2020,10:50:00,9/6/2020,3TXI4N7M,LBB3,26.83,1,Sale,,,3TXI4NY4,Original,VISA,USD,Hop,US,WA
7/7/2020,10:44:00,9/6/2020,3TXI4N9V,LBB3,26.86,1,Sale,,,,Original,DISC,USD,Hop,US,PA
7/7/2020,10:40:00,9/6/2020,56Q2U97N,IMMBOX,26.7,1,Sale-RB,,56Q2U9MX,,Upsell,AMEX,USD,Hop,US,KY
7/7/2020,10:28:00,9/6/2020,56Q2U9RP,LBBEXTRA3,42.84,1,Sale,,56Q2U9MX,,Upsell,AMEX,USD,Hop,US,KY
7/7/2020,10:25:00,9/6/2020,56Q2U9MX,LBB3,26.86,1,Sale,,,"56Q2U9RP,56Q2U97N",Original,AMEX,USD,Hop,US,KY
7/7/2020,10:23:00,9/6/2020,QD646A6J,LBB3,26.63,1,Sale,,,,Original,PYPL,GBP,Hop,GB,
7/7/2020,10:23:00,9/6/2020,PSLTA7SQ,LBBEXTRA3,42.81,1,Sale,,PSLTA7GS,,Upsell,VISA,USD,Hop,US,NJ
7/7/2020,10:20:00,9/6/2020,QD646ATJ,LBBEXTRA3,42.8,1,Sale,,QD646AR6,,Upsell,VISA,USD,Hop,US,MN
7/7/2020,10:19:00,9/6/2020,PSLTA7GS,LBB1,10.66,1,Sale,,,PSLTA7SQ,Original,VISA,USD,Hop,US,NJ
7/7/2020,10:19:00,9/6/2020,QD646AR6,LBB6,97.36,1,Sale,,,QD646ATJ,Original,VISA,USD,Hop,US,MN
7/7/2020,10:16:00,9/6/2020,3TXI4NST,IMMBOX,26.56,1,Sale-RB,,QSNI4N9C,,Upsell,DISC,USD,Hop,US,TX
7/7/2020,10:13:00,9/6/2020,3TXI4NKT,LBBEXTRA3,42.82,1,Sale,,QSNI4N9C,,Upsell,DISC,USD,Hop,US,TX
7/7/2020,10:12:00,9/6/2020,QX7TA7J4,LBB3,26.84,1,Sale,,,,Original,PYPL,USD,Hop,US,IN
7/7/2020,10:11:00,9/6/2020,QSNI4N9C,LBB6,97.48,1,Sale,,,"3TXI4NKT,3TXI4NST",Original,DISC,USD,Hop,US,TX
7/7/2020,10:10:00,9/6/2020,MY92U9KL,LBB3,26.81,1,Sale,,,,Original,MSTR,USD,Hop,US,AZ
7/7/2020,9:44:00,9/6/2020,8P646A7Y,LBBEXTRA3,42.81,1,Sale,,8P646A82,,Upsell,VISA,USD,Hop,US,NJ
7/7/2020,9:42:00,9/6/2020,8P646A82,LBB3,26.85,1,Sale,,,8P646A7Y,Original,VISA,USD,Hop,US,NJ
7/7/2020,9:35:00,9/6/2020,8P646AQH,LBB3,26.86,1,Sale,,,,Original,VISA,USD,Hop,US,MD
7/7/2020,9:28:00,9/6/2020,8P646A35,LBB1,10.63,1,Sale,,,,Original,MSTR,USD,Hop,US,AZ
7/7/2020,9:12:00,N/A,S6V46AYP,rfnd-0004,-1,1,Charge,,,,Original,,,Hop,,
7/7/2020,9:12:00,N/A,S6V46AYP,LBB1,-10.72,1,Refund,,,,Original,PYPL,USD,Hop,US,FL
7/7/2020,9:06:00,9/6/2020,HV7TA78H,LBB3,26.77,1,Sale,,,,Original,MSTR,USD,Hop,US,AL
7/7/2020,8:48:00,9/6/2020,DPNI4N26,LBB3,26.86,1,Sale,,,,Original,MSTR,USD,Hop,US,TX
7/7/2020,8:39:00,9/6/2020,DPNI4NQ4,LBB3,27,1,Sale,,,,Original,VISA,USD,Hop,US,OR
7/7/2020,8:04:00,9/6/2020,KF646AZX,LBB1,10.72,1,Sale,,,,Original,VISA,USD,Hop,US,FL
7/7/2020,6:21:00,N/A,SN2I4NPW,LBB6,-98.75,1,Refund,,,,Original,VISA,USD,Hop,US,FL
7/7/2020,6:21:00,N/A,SN2I4NPW,rfnd-0004,-1,1,Charge,,,,Original,,,Hop,,
7/7/2020,4:10:00,9/6/2020,2FNMA75H-B007,LBHTEA1,77.45,1,Rebill,,,,Original,VISA,USD,Hop,US,PA
7/7/2020,4:05:00,9/6/2020,8H3T6AMW-B009,FBHSA17,42.06,1,Rebill,,,,Original,VISA,USD,Hop,US,NV
7/7/2020,4:03:00,9/6/2020,M2THUFCQ-B013,LBHTEA1,24.8,1,Rebill,,,,Original,VISA,USD,Hop,US,MD
7/7/2020,3:58:00,9/6/2020,JHDPA7MX-B002,LBHTEA1-N,77.26,1,Rebill,,,,Original,VISA,USD,Hop,US,WA
